t_wall,sim_t,vio_x,vio_y,vio_z,qx,qy,qz,qw,gt_x,gt_y
1776761697.1344583,26.5,-3.746062,17.415073,0.052431,0.706308,0.052412,-0.042014,-0.704711,-78.84662628173828,-1.0979220867156982
1776761697.234687,26.5,-3.746062,17.415073,0.052431,0.706308,0.052412,-0.042014,-0.704711,-78.84662628173828,-1.0979220867156982
1776761697.3349223,26.6,-3.749481,17.480434,0.05319,0.706769,0.049608,-0.039117,-0.704618,-78.84662628173828,-1.0979220867156982
1776761697.4351816,26.6,-3.749481,17.480434,0.05319,0.706769,0.049608,-0.039117,-0.704618,-78.84662628173828,-1.0979220867156982
1776761697.5354927,26.6,-3.749481,17.480434,0.05319,0.706769,0.049608,-0.039117,-0.704618,-78.84662628173828,-1.0979220867156982
1776761697.635899,26.6,-3.749481,17.480434,0.05319,0.706769,0.049608,-0.039117,-0.704618,-78.84662628173828,-1.0979220867156982
1776761697.7360842,26.6,-3.749481,17.480434,0.05319,0.706769,0.049608,-0.039117,-0.704618,-78.84662628173828,-1.0979220867156982
1776761697.8363109,26.6,-3.749481,17.480434,0.05319,0.706769,0.049608,-0.039117,-0.704618,-78.78501892089844,-1.08643639087677
1776761697.93656,26.7,-3.755043,17.541576,0.051569,0.706898,0.047415,-0.036658,-0.704772,-78.78501892089844,-1.08643639087677
1776761698.0367994,26.7,-3.755043,17.541576,0.051569,0.706898,0.047415,-0.036658,-0.704772,-78.78501892089844,-1.08643639087677
1776761698.0371258,26.7,-3.755043,17.541576,0.051569,0.706898,0.047415,-0.036658,-0.704772,-78.78501892089844,-1.08643639087677
1776761698.1377559,26.7,-3.755043,17.541576,0.051569,0.706898,0.047415,-0.036658,-0.704772,-78.78501892089844,-1.08643639087677
1776761698.2381327,26.7,-3.755043,17.541576,0.051569,0.706898,0.047415,-0.036658,-0.704772,-78.78501892089844,-1.08643639087677
