1774445317.394,-165.6530,0.3948,0.1400
1774445317.396,-165.6471,0.3958,0.1404
1774445317.397,-165.6372,0.3973,0.1410
1774445317.399,-165.6274,0.3988,0.1413
1774445317.401,-165.6175,0.4003,0.1414
1774445317.403,-165.6076,0.4016,0.1412
1774445317.415,-165.6017,0.4024,0.1411
1774445317.425,-165.5937,0.4035,0.1410
1774445317.441,-165.5858,0.4046,0.1408
1774445317.458,-165.5779,0.4057,0.1407
1774445317.477,-165.5680,0.4070,0.1405
1774445317.498,-165.5601,0.4081,0.1403
1774445317.524,-165.5542,0.4089,0.1402
1774445317.556,-165.5502,0.4095,0.1401
1774445317.558,-165.5423,0.4105,0.1399
1774445317.575,-165.5324,0.4119,0.1397
1774445317.594,-165.5225,0.4132,0.1395
1774445317.614,-165.5146,0.4143,0.1394
1774445317.634,-165.5087,0.4151,0.1393
1774445317.677,-165.5027,0.4159,0.1392
1774445317.678,-165.4948,0.4170,0.1390
1774445317.690,-165.4849,0.4183,0.1388
1774445317.711,-165.4750,0.4197,0.1386
1774445317.730,-165.4651,0.4210,0.1385
1774445317.749,-165.4572,0.4221,0.1383
1774445317.777,-165.4493,0.4231,0.1382
1774445317.787,-165.4394,0.4245,0.1380
1774445317.807,-165.4295,0.4258,0.1378
1774445317.847,-165.4196,0.4271,0.1377
1774445317.855,-165.4097,0.4284,0.1375
1774445317.901,-165.4038,0.4292,0.1374
1774445317.902,-165.3959,0.4303,0.1373
1774445317.905,-165.3860,0.4316,0.1371
1774445317.922,-165.3780,0.4327,0.1370
1774445317.940,-165.3701,0.4337,0.1369
1774445317.959,-165.3622,0.4348,0.1368
1774445318.062,-165.3563,0.4356,0.1367
1774445318.069,-165.3484,0.4367,0.1366
1774445318.072,-165.3385,0.4380,0.1364
1774445318.077,-165.3286,0.4393,0.1362
1774445318.084,-165.3207,0.4403,0.1361
1774445318.089,-165.3127,0.4414,0.1360
1774445318.098,-165.3048,0.4425,0.1359
1774445318.115,-165.2989,0.4432,0.1358
1774445318.135,-165.2890,0.4446,0.1357
1774445318.153,-165.2811,0.4456,0.1355
1774445318.171,-165.2712,0.4469,0.1354
1774445318.192,-165.2613,0.4482,0.1353
1774445318.220,-165.2534,0.4493,0.1352
1774445318.233,-165.2435,0.4506,0.1350
1774445318.253,-165.2336,0.4519,0.1349
1774445318.271,-165.2256,0.4530,0.1348
1774445318.292,-165.2177,0.4540,0.1347
1774445318.314,-165.2098,0.4551,0.1346
1774445318.416,-165.2039,0.4558,0.1345
1774445318.419,-165.1960,0.4569,0.1344
1774445318.420,-165.1861,0.4582,0.1343
1774445318.424,-165.1762,0.4595,0.1342
1774445318.425,-165.1663,0.4608,0.1341
1774445318.431,-165.1583,0.4619,0.1340
1774445318.448,-165.1524,0.4627,0.1340
1774445318.467,-165.1425,0.4640,0.1340
1774445318.486,-165.1346,0.4651,0.1341
1774445318.506,-165.1267,0.4661,0.1341
1774445318.526,-165.1168,0.4675,0.1341
1774445318.550,-165.1089,0.4685,0.1341
1774445318.633,-165.1029,0.4694,0.1341
1774445318.634,-165.0950,0.4704,0.1341
1774445318.636,-165.0851,0.4718,0.1342
1774445318.637,-165.0752,0.4731,0.1342
1774445318.649,-165.0653,0.4744,0.1342
1774445318.701,-165.0594,0.4753,0.1342
1774445318.702,-165.0535,0.4761,0.1342
1774445318.709,-165.0436,0.4774,0.1343
1774445318.747,-165.0337,0.4787,0.1343
1774445318.750,-165.0238,0.4801,0.1343
1774445318.767,-165.0159,0.4811,0.1343
1774445318.807,-165.0080,0.4822,0.1342
1774445318.809,-165.0020,0.4830,0.1341
1774445318.823,-164.9921,0.4843,0.1340
1774445318.844,-164.9822,0.4856,0.1339
1774445318.863,-164.9723,0.4869,0.1338
1774445318.886,-164.9644,0.4879,0.1337
1774445318.909,-164.9584,0.4887,0.1337
1774445318.918,-164.9525,0.4895,0.1337
1774445318.937,-164.9426,0.4909,0.1337
1774445318.957,-164.9326,0.4922,0.1337
1774445318.997,-164.9247,0.4933,0.1337
1774445318.998,-164.9167,0.4943,0.1337
1774445319.056,-164.9088,0.4954,0.1337
1774445319.057,-164.9028,0.4962,0.1337
